Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,Vendor,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Image Compatibility,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet MAC Address,AP Location,AP Zone Name,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,New Serial Number,New Platform,Refresh Status,Compliance,Integrity Verification,EoX Status,Certificate Status,Health Score
,NU-AP06149,10.2.18.99,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/6e Verdieping,Reachable,Supported,48:00:b3:5f:4e:a0,CW9166I-E,KWC28280VLP,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07B27C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/1),NA,NA,c4:14:a2:ba:69:e0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_6eVerdie_084c3_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP06148,10.2.18.111,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/6e Verdieping,Reachable,Supported,48:00:b3:5e:08:c0,CW9166I-E,KWC28280TC0,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07B27C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/7),NA,NA,c4:14:a2:b9:c6:f0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_6eVerdie_084c3_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP06147,10.2.19.183,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/6e Verdieping,Reachable,Supported,48:00:b3:5f:74:c0,CW9166I-E,KWC28280VVN,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/43),NA,NA,c4:14:a2:ba:7c:f0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_6eVerdie_084c3_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP06146,10.2.18.56,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/6e Verdieping,Reachable,Supported,48:00:b3:5f:7c:00,CW9166I-E,KWC28280VXC,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/46),NA,NA,c4:14:a2:ba:80:90,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_6eVerdie_084c3_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP06145,10.2.18.66,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/6e Verdieping,Reachable,Supported,48:00:b3:5f:40:60,CW9166I-E,KWC28280VHB,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/45),NA,NA,c4:14:a2:ba:62:c0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_6eVerdie_084c3_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP06144,10.2.18.57,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/6e Verdieping,Reachable,Supported,48:00:b3:5e:1c:80,CW9166I-E,KWC28280TGN,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/2),NA,NA,c4:14:a2:b9:d0:d0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_6eVerdie_084c3_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP06143,10.2.18.207,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/6e Verdieping,Reachable,Supported,48:00:b3:5f:78:00,CW9166I-E,KWC28280VWE,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/1),NA,NA,c4:14:a2:ba:7e:90,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_6eVerdie_084c3_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP06142,10.2.18.38,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/6e Verdieping,Reachable,Supported,48:00:b3:5f:72:c0,CW9166I-E,KWC28280VV6,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/47),NA,NA,c4:14:a2:ba:7b:f0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_6eVerdie_084c3_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP06141,10.2.18.109,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/6e Verdieping,Reachable,Supported,48:00:b3:5f:44:80,CW9166I-E,KWC28280VJA,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N07A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/48),NA,NA,c4:14:a2:ba:64:d0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_6eVerdie_084c3_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP05385,10.2.19.175,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5e:2c:c0,CW9166I-E,KWC28280TLG,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N05B26C1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/6),NA,NA,c4:14:a2:b9:d8:f0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05384,10.2.19.174,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5e:22:e0,CW9166I-E,KWC28280TJ5,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N05B26C1-D01.backbone.vu.nl(Port:GigabitEthernet6/0/8),NA,NA,c4:14:a2:b9:d4:00,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05383,10.2.19.234,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,10:e3:76:47:67:c0,CW9166D1-E,FGL2849L15N,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166D1 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N04C31C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/4),NA,NA,8c:88:81:7a:80:b0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05382,10.2.19.213,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,10:e3:76:47:4a:e0,CW9166D1-E,FGL2849L159,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166D1 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N05C09C2-D01.backbone.vu.nl(Port:GigabitEthernet1/0/47),NA,NA,8c:88:81:7a:72:40,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05381,10.2.19.215,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,10:e3:76:47:44:40,CW9166D1-E,FGL2849L15A,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166D1 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N05C09C2-D01.backbone.vu.nl(Port:GigabitEthernet1/0/46),NA,NA,8c:88:81:7a:6e:f0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05380,10.2.19.235,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,10:e3:76:47:44:a0,CW9166D1-E,FGL2849L15H,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166D1 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N04C31C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/5),NA,NA,8c:88:81:7a:6f:20,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05379,10.2.19.212,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,10:e3:76:47:4d:00,CW9166D1-E,FGL2849L15E,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166D1 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N05C09C2-D01.backbone.vu.nl(Port:GigabitEthernet1/0/48),NA,NA,8c:88:81:7a:73:50,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05378,10.2.18.132,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5a:c6:a0,CW9166I-E,KWC28280HU7,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N04C31C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/42),NA,NA,c4:14:a2:b8:35:a0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP05377,10.2.19.238,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5e:44:80,CW9166I-E,KWC28280TS2,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N04C31C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/7),NA,NA,c4:14:a2:b9:e4:d0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05376,10.2.19.169,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5e:54:40,CW9166I-E,KWC28280TVS,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N04C31C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/6),NA,NA,c4:14:a2:b9:ec:b0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP05375,10.2.19.172,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5e:25:00,CW9166I-E,KWC28280TJN,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N05C49C3-D01.backbone.vu.nl(Port:GigabitEthernet1/0/1),NA,NA,c4:14:a2:b9:d5:10,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP05374,10.2.18.227,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5e:33:40,CW9166I-E,KWC28280TN0,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N04C31C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/9),NA,NA,c4:14:a2:b9:dc:30,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05373,10.2.19.233,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5e:2f:60,CW9166I-E,KWC28280TM3,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N04C31C1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/8),NA,NA,c4:14:a2:b9:da:40,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05372,10.2.19.168,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5f:33:a0,CW9166I-E,KWC28280VEB,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N05C49C3-D01.backbone.vu.nl(Port:GigabitEthernet1/0/2),NA,NA,c4:14:a2:ba:5c:60,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05328,10.2.19.55,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,50:5c:88:f1:07:60,CW9166I-E,KWC2834045V,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N06B27C2-D01.backbone.vu.nl(Port:GigabitEthernet6/0/30),NA,NA,c4:14:a2:c6:db:10,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05327,10.2.18.177,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5f:70:60,CW9166I-E,KWC28280VUM,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N06B27B1-D01.backbone.vu.nl(Port:GigabitEthernet6/0/31),NA,NA,c4:14:a2:ba:7a:c0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05326,10.2.18.104,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5f:79:40,CW9166I-E,KWC28280VWQ,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N06A15A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/36),NA,NA,c4:14:a2:ba:7f:30,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05140,10.2.18.148,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5f:6e:20,CW9166I-E,KWC28280VU3,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N06B27B1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/6),NA,NA,c4:14:a2:ba:79:a0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP05139,10.2.18.117,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5e:15:c0,CW9166I-E,KWC28280TF2,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N06A15A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/14),NA,NA,c4:14:a2:b9:cd:70,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP05138,10.2.18.14,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/5e Verdieping,Reachable,Supported,48:00:b3:5f:51:20,CW9166I-E,KWC28280VM9,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N06A15A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/13),NA,NA,c4:14:a2:ba:6b:20,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_5eVerdie_0f856_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
